,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,Brainstem,SUM
LV:ventricles,0.6278501628664495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002985884907709012,0.010857763300760043,0.04478827361563518,0.0027144408251900108,0.0,0.04315960912052117,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428881650380022,0.13246471226927253,0.0,0.0,0.0,0.0,0.039630836047774155,0.011129207383279044,0.0,0.03610206297502715,0.04777415852334419,1.0
Md:medulla,0.19736366919465512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16395810762007945,0.6386782231852655,1.0
Pn:pons,0.07217819661597773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00417648318697794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905975583636753,0.833047761833369,1.0
Cb:cerebellum,0.13274504222411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013932378150994717,0.0,0.0,0.025887971660815384,0.02533447196128665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7958693108138027,0.006230825188980611,1.0
MB:midbrain,0.10680373538413246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04567213372047398,0.00368829945852625,0.0,0.0,0.004473044024170133,0.0,0.0,0.0,0.0,0.0,0.0,0.0008632190222082712,0.0,0.0,0.0,0.0,7.847445656438829e-05,0.027466059797535903,0.005885584242329122,0.000784744565643883,0.0663893902534725,0.7378953150749431,0.9999999999999999
Apul:anterior_pulvinar,0.1676686706746827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002004008016032064,0.0,0.0,0.0,0.0,0.7321309285237141,0.0,0.0,0.0,0.09819639278557114,1.0
AM:anteromedial_thalamic_nucleus,0.20175438596491227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7982456140350878,0.0,0.0,0.0,0.0,1.0
AV:anteroventral_thalamic_nucleus,0.37209302325581395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627906976744186,0.0,0.0,0.0,0.0,1.0
CM:central_medial_thalamic_nucleus,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,0.0,0.012987012987012988,1.0
Cl:centrolateral_thalamic_nucleus,0.06167400881057269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9383259911894273,0.0,0.0,0.0,0.0,1.0
CMnL:centromedian_thalamic_nucleus_lateral_part,0.007352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6617647058823529,0.0,0.0,0.0,0.33088235294117646,1.0
CMnM:centromedian_thalamic_nucleus_medial_part,0.0594059405940594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37623762376237624,0.0,0.0,0.0,0.5643564356435643,1.0
Ipul:inferior_pulvinar,0.2813765182186235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1214574898785425,0.022267206477732792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004048582995951417,0.0,0.0,0.0,0.0,0.4959514170040486,0.0,0.0,0.0,0.07489878542510121,1.0
IAM:interanteromedial_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
IMD:intermediodorsal_thalamic_nucleus,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.6388888888888888,1.0
LDSF:lateral_dorsal_thalamic_nucleus_superficial_part,0.5178571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0,0.0,0.0,1.0
LGN:lateral_geniculate_nucleus,0.46336206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009339080459770116,0.01867816091954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0014367816091954023,0.0,0.0,0.0,0.3879310344827586,0.0,0.0,0.0,0.09626436781609195,1.0
Lpul:lateral_pulvinar,0.44165435745937964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07311669128508123,0.0620384047267356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04431314623338257,0.0,0.0,0.0,0.0,0.36336779911373707,0.0,0.0,0.0,0.0155096011816839,1.0
MGD:medial_geniculate_nucleus_dorsal_part,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5079365079365079,0.0,0.0,0.0,0.3253968253968254,1.0
MGM:medial_geniculate_nucleus_medial_part,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.5333333333333333,1.0
MGV:medial_geniculate_nucleus_ventral_part,0.04918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06557377049180328,0.08196721311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4262295081967213,0.0,0.0,0.0,0.3770491803278688,1.0
MPul:medial_pulvinar,0.5572916666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009114583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022135416666666668,0.0,0.0,0.0,0.0,0.0,0.33203125,0.0,0.0,0.0,0.07942708333333333,1.0
MDC:mediodorsal_thalamic_nucleus_central_part,0.18296795952782463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6838111298482293,0.0,0.0,0.0,0.13322091062394603,1.0
MDD:mediodorsal_thalamic_nucleus_dorsal_part,0.41009463722397477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899053627760252,0.0,0.0,0.0,0.0,1.0
MDL:mediodorsal_thalamic_nucleus_lateral_part,0.08803611738148984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8577878103837472,0.0,0.0,0.0,0.05417607223476298,1.0
MDM:mediodorsal_thalamic_nucleus_medial_part,0.06653620352250489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082191780821918,0.0,0.0,0.0,0.12524461839530332,1.0
Pf:parafascicular_thalamic_nucleus,0.10606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.8787878787878788,1.0
PV:paraventricular_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PVT:paraventricular_thalamus,0.16954022988505746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8247126436781609,0.0,0.0,0.0,0.005747126436781609,1.0
Pul:pulvinar_nuclei,0.5990566037735849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.2830188679245283,0.0,0.0,0.0330188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
R:reticular_thalamic_nucleus,0.42273000601322913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012026458208057728,0.02826217678893566,0.0,0.0132291040288635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005411906193625977,0.0006013229104028864,0.0,0.0,0.0,0.5279615153337343,0.0006013229104028864,0.0,0.0,0.0,1.0
Re:reuniens_thalamic_nucleus,0.08955223880597014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417910447761194,0.11940298507462686,0.0,0.0,0.14925373134328357,1.0
SG:suprageniculate_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616,1.0
VAL(pal):ventral_anterior_thalamic_nucleus_lateral_part_pallidal_territory_of_thalamus,0.10614525139664804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8938547486033519,0.0,0.0,0.0,0.0,1.0
VAL(VO)+pal:ventral_anterior_thalamic_nucleus_lateral_part_ventralis_oralis_nucleus+pallidal_territory_of_thalamus,0.04057017543859649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930921052631579,0.013157894736842105,0.0,0.0,0.015350877192982455,1.0
VAMC:ventral_anterior_thalamic_nucleus_magnocellular_part,0.11224489795918367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673469387755102,0.02040816326530612,0.0,0.0,0.0,1.0
VAM:ventral_anterior_thalamic_nucleus_medial_part,0.07964601769911504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8915929203539823,0.012168141592920354,0.0,0.0,0.016592920353982302,1.0
VLL:ventral_lateral_thalamic_nucleus_lateral_part,0.027522935779816515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9596330275229358,0.0,0.0,0.0,0.012844036697247707,1.0
VLM:ventral_lateral_thalamic_nucleus_medial_part,0.1344922232387923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036596523330283625,0.0,0.0,0.0,0.0,0.8600182982616651,0.0,0.0,0.0,0.0018298261665141812,0.9999999999999999
