,0,FRO_Precentral,FRO_Premotor,FRO_Prefrontal,PAR_Postcentral,PAR_Superior,PAR_Inferior,PAR_Precuneus,TEM_Superior,TEM_Inferior,TEM_Medial,TEM_Hippocampus,TEM_Amygdala,OCC_Lateral,OCC_Medial,INS_Anterior,INS_Posterior,OLF_Anterior,OLF_Piriform,OLF_Claustrum,CIN_Anterior,CIN_Posterior,BG_Caudate,BG_Putamen,BG_Accumbens,BG_Pallidum,BG_Substantia_Nigra,THL_Thalamus,THL_Hypothalamus,THL_Subthalamus,Cerebellum,Brainstem,SUM
LV:ventricles,0.5608034744842563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018729641693811076,0.026601520086862108,0.04017372421281216,0.0,0.0005428881650380022,0.04695982627578719,0.0,0.0,0.0,0.0,0.0,0.0,0.029315960912052116,0.13056460369163952,0.0,0.0,0.0,0.0,0.05727470141150923,0.00760043431053203,0.0,0.0496742671009772,0.03175895765472313,1.0
Md:medulla,0.2757313109425785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23465149873600577,0.48961719032141565,1.0
Pn:pons,0.11694152923538231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009423859498822018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1362176054829728,0.7374170057828229,1.0
Cb:cerebellum,0.1928551095929405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01864503273555366,0.0,0.0,0.04073757788531486,0.03536072366132144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705285131416643,0.007116424708226587,1.0
MB:midbrain,0.12689319626461587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06819430275445343,0.010829475005885584,0.0,0.0,0.011064898375578749,0.0,0.0,0.0,0.0,0.0,0.0,0.0009416934787726595,0.0,0.0,0.0,0.0,0.0,0.04747704622145492,0.003138978262575532,0.000784744565643883,0.10546966962253787,0.6252059954484815,1.0
Apul:anterior_pulvinar,0.3119572478289913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005344021376085505,0.0,0.0,0.0,0.0,0.5490981963927856,0.0,0.0,0.0,0.13360053440213762,1.0
AM:anteromedial_thalamic_nucleus,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,0.0,0.0,0.0,1.0
AV:anteroventral_thalamic_nucleus,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441860465116279,0.0,0.0,0.0,0.0,1.0
CM:central_medial_thalamic_nucleus,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9653679653679653,0.0,0.0,0.0,0.025974025974025976,1.0
Cl:centrolateral_thalamic_nucleus,0.22466960352422907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775330396475771,0.0,0.0,0.0,0.0,1.0
CMnL:centromedian_thalamic_nucleus_lateral_part,0.022058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367647058823529,0.0,0.0,0.0,0.4411764705882353,1.0
CMnM:centromedian_thalamic_nucleus_medial_part,0.04950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33663366336633666,0.0,0.0,0.0,0.6138613861386139,1.0
Ipul:inferior_pulvinar,0.4574898785425101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20040485829959515,0.020242914979757085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.18218623481781376,0.0,0.0,0.0,0.10121457489878542,1.0
IAM:interanteromedial_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
IMD:intermediodorsal_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,1.0
LDSF:lateral_dorsal_thalamic_nucleus_superficial_part,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.39880952380952384,0.0,0.0,0.0,0.0,1.0
LGN:lateral_geniculate_nucleus,0.4892241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007183908045977011,0.03017241379310345,0.07112068965517242,0.021551724137931036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.16954022988505746,0.0,0.0,0.0,0.17169540229885058,1.0
Lpul:lateral_pulvinar,0.5760709010339734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014771048744460858,0.07828655834564253,0.06942392909896603,0.0,0.0,0.009601181683899557,0.0,0.0,0.0,0.0,0.0,0.0,0.003692762186115214,0.08345642540620384,0.0,0.0,0.0,0.0,0.15435745937961595,0.0,0.0,0.0,0.023633677991137372,0.9999999999999999
MGD:medial_geniculate_nucleus_dorsal_part,0.1984126984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.0,0.0,0.0,0.47619047619047616,1.0
MGM:medial_geniculate_nucleus_medial_part,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5333333333333333,1.0
MGV:medial_geniculate_nucleus_ventral_part,0.21311475409836064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.11475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16393442622950818,0.0,0.0,0.0,0.4918032786885246,1.0
MPul:medial_pulvinar,0.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04296875,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.005208333333333333,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.0,0.09114583333333333,1.0
MDC:mediodorsal_thalamic_nucleus_central_part,0.1315345699831366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6475548060708263,0.0,0.0,0.0,0.2209106239460371,1.0
MDD:mediodorsal_thalamic_nucleus_dorsal_part,0.501577287066246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49842271293375395,0.0,0.0,0.0,0.0,1.0
MDL:mediodorsal_thalamic_nucleus_lateral_part,0.20090293453724606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7471783295711061,0.0,0.0,0.0,0.05191873589164785,1.0
MDM:mediodorsal_thalamic_nucleus_medial_part,0.0958904109589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7103718199608611,0.0,0.0,0.0,0.19373776908023482,1.0
Pf:parafascicular_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PV:paraventricular_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PVT:paraventricular_thalamus,0.11781609195402298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620689655172413,0.0,0.0,0.0,0.020114942528735632,0.9999999999999999
Pul:pulvinar_nuclei,0.35377358490566035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943,0.2971698113207547,0.0,0.0,0.2971698113207547,0.0,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.014150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
R:reticular_thalamic_nucleus,0.4335538184004811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00841852074564041,0.05652435357787132,0.009621166566446182,0.011425135297654841,0.0,0.0006013229104028864,0.0,0.0,0.0,0.0,0.0,0.00661455201443175,0.0,0.0,0.0012026458208057728,0.0036079374624173183,0.0,0.0,0.0,0.4672279013830427,0.0,0.0,0.0,0.0012026458208057728,1.0000000000000002
Re:reuniens_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4626865671641791,0.07462686567164178,0.0,0.0,0.4626865671641791,1.0
SG:suprageniculate_thalamic_nucleus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.0,0.0,0.47619047619047616,1.0
VAL(pal):ventral_anterior_thalamic_nucleus_lateral_part_pallidal_territory_of_thalamus,0.24581005586592178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541899441340782,0.0,0.0,0.0,0.0,1.0
VAL(VO)+pal:ventral_anterior_thalamic_nucleus_lateral_part_ventralis_oralis_nucleus+pallidal_territory_of_thalamus,0.1118421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8585526315789473,0.006578947368421052,0.0,0.0,0.023026315789473683,0.9999999999999999
VAMC:ventral_anterior_thalamic_nucleus_magnocellular_part,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9591836734693877,0.0,0.0,0.0,0.02040816326530612,1.0
VAM:ventral_anterior_thalamic_nucleus_medial_part,0.11946902654867257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8506637168141593,0.007743362831858407,0.0,0.0,0.022123893805309734,1.0
VLL:ventral_lateral_thalamic_nucleus_lateral_part,0.1779816513761468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7853211009174312,0.0,0.0,0.0,0.03669724770642202,1.0
VLM:ventral_lateral_thalamic_nucleus_medial_part,0.23513266239707228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7584629460201281,0.0,0.0,0.0,0.006404391582799634,1.0
VPL:ventral_posterolateral_thalamic_nucleus,0.21656050955414013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5341219290263877,0.0,0.0,0.0,0.24931756141947226,1.0
VPM:ventral_posteromedial_thalamic_nucleus,0.0430622009569378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645933014354066,0.0,0.0,0.0,0.3923444976076555,1.0
Hy:hypothalamus,0.15323383084577114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04776119402985075,0.0029850746268656717,0.03714759535655058,0.36849087893864013,0.0,0.0,0.38043117744610283,1.0
BST:bed_nucleus_of_the_stria_terminalis_central_division,0.40210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.38105263157894737,0.11157894736842106,0.0,0.0,0.0,1.0
EGP:external_globus_pallidus,0.19902912621359223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006934812760055479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26144244105409153,0.0,0.314493758668516,0.0,0.18169209431345354,0.018030513176144243,0.0038141470180305132,0.0,0.020804438280166437,1.0
IGP:internal_globus_pallidus,0.1231838281743525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003790271636133923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07264687302590019,0.0,0.34112444725205304,0.0,0.07580543272267846,0.12065698041692988,0.003790271636133923,0.0,0.25900189513581806,1.0
VP:ventral_pallidum,0.0706401766004415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10816777041942605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39293598233995586,0.0,0.0,0.41280353200883,0.0,0.0,0.01545253863134658,1.0
AcbC:accumbens_nucleus_core,0.4704944178628389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.17862838915470494,0.09569377990430622,0.11802232854864433,0.0,0.0,0.08133971291866028,0.0,0.0,0.0,1.0
AcbSh:accumbens_nucleus_shell,0.4750430292598967,0.0,0.0,0.0051635111876075735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09982788296041308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0774526678141136,0.12220309810671257,0.13253012048192772,0.0,0.0,0.08777969018932874,0.0,0.0,0.0,1.0
Acb:accumbens_nucleus,0.08,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B:basal_nucleus_(Meynert),0.2324455205811138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26634382566585957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007263922518159807,0.15738498789346247,0.0,0.03631961259079903,0.0,0.0,0.1864406779661017,0.0,0.0,0.11380145278450363,1.0
HDB:nucleus_of_the_horizontal_limb_of_the_diagonal_band,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.45,0.0,0.0,0.0,1.0
SI:substantia_innominata,0.46473029045643155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35269709543568467,0.0,0.0,0.0,0.0,0.0,0.0,0.0995850622406639,0.0,0.0,0.0,0.008298755186721992,0.0,0.016597510373443983,0.0,0.0,0.058091286307053944,0.0,0.0,0.0,1.0
Cd:caudate_nucleus,0.4786301617421162,0.0,0.0,0.00605403451703262,0.0,0.0,0.0,0.0,0.0010843046896177825,0.012559862654739315,0.00018071744826963042,0.03117375982651125,0.006867263034245956,0.0014457395861570434,0.0041565013102015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3764344447456402,0.03533026113671275,0.009216589861751152,0.00605403451703262,0.0,0.029728020240354206,0.0,0.0,0.0,0.0010843046896177825,1.0
